Id2;application_when;address_state;occupation;birth_date;monthly_income;monthly_rent;residence_rent_or_own;residence_duration;bank_account_duration;home_phone_type;gender;score_TU;score_FICO_money;score_lexisnexis;score_serasa;score_unit4;credit_line_requested;credit_line_approved
189;14/11/11 11:11;RS;Applied mathematician;13/03/68;15000;5450;FALSE;3+ years;6 months or less;Mobile;female;200;100;229;738;500;9000;7500
190;30/03/15 16:18;TO;Floor finisher;23/05/86;7800;2850;FALSE;3+ years;3+ years;Mobile;female;677;624;550;0;287;3500;3100
191;15/09/13 13:49;PR;Aircraft cargo handling supervisor;05/06/88;3200;1350;TRUE;3+ years;3+ years;Mobile;female;200;100;200;50;444;1500;1100
192;17/01/14 15:01;SP;Vice president;06/07/89;8800;1050;TRUE;3+ years;3+ years;Mobile;female;722;786;604;112;211;2000;1600
193;11/08/14 01:35;GO;Caregiver;19/07/68;5200;2000;FALSE;3+ years;6 months or less;Mobile;female;705;530;690;0;528;25500;25200
194;29/03/15 13:12;RS;Textile knitting and weaving machine setter;23/10/82;5300;1500;TRUE;6 months or less;7-12 months;Mobile;male;243;377;300;792;373;2000;1100
195;09/03/15 18:15;SP;Management dietitian;26/12/87;2200;600;TRUE;3+ years;3+ years;Mobile;female;712;850;567;90;491;1500;1100
196;25/05/11 10:27;PA;Locksmith;08/01/78;2700;200;TRUE;3+ years;3+ years;Home;male;739;800;544;79;161;2000;1100
197;27/02/15 14:29;MT;Poet;17/04/69;2300;0;FALSE;7-12 months;6 months or less;Mobile;female;523;321;503;570;691;1500;1000
198;13/11/11 13:07;MG;Crushing, grinding, and polishing machine setter;02/12/58;4900;0;FALSE;3+ years;6 months or less;Mobile;male;771;850;630;463;393;24500;22900
199;22/10/12 20:43;SP;Immigration inspector;24/01/89;500;200;TRUE;3+ years;3+ years;Mobile;male;200;305;200;38;517;1500;1300
200;04/06/11 14:19;SP;Medical illustrator;20/09/80;2000;1600;TRUE;3+ years;3+ years;Mobile;male;200;455;200;99;525;14000;13100
201;08/08/13 02:49;SP;Music director;16/09/60;3700;1450;TRUE;3+ years;1-2 years;Mobile;female;200;437;303;15;658;3500;1700
202;17/10/11 15:54;AL;Technical sales support worker;08/04/55;700;200;TRUE;6 months or less;6 months or less;Mobile;male;368;242;349;393;378;8000;6800
203;21/03/15 11:39;MG;Patient educator;13/06/68;400;700;TRUE;3+ years;3+ years;Mobile;female;783;763;620;0;373;3000;1400
204;24/08/13 15:18;RJ;Hostler;30/11/83;800;3000;TRUE;7-12 months;6 months or less;Home;male;520;488;488;658;335;1500;1000
205;26/03/13 21:03;SP;LAN manager;09/02/67;1600;0;FALSE;6 months or less;3+ years;Mobile;female;501;403;481;263;331;10500;9300
206;19/08/13 05:58;SC;Support clerk;04/10/91;300;2150;TRUE;7-12 months;6 months or less;Mobile;male;466;577;209;291;634;13500;13000
207;15/06/15 12:02;RJ;Community support worker;26/08/92;9900;1450;FALSE;3+ years;1-2 years;Mobile;male;796;744;642;0;166;18000;17800
208;17/10/12 19:22;PE;Music director;19/05/95;3700;700;TRUE;1-2 years;7-12 months;Home;female;753;830;563;0;434;7500;7100
209;02/11/11 21:43;CE;Manicurist;30/06/74;3500;3900;TRUE;3+ years;6 months or less;Mobile;male;762;810;690;563;322;2500;1900
210;04/11/12 08:15;SP;Assignment clerk;30/03/74;12400;1650;FALSE;6 months or less;7-12 months;Mobile;female;340;210;357;499;306;2000;1100
211;10/04/13 12:26;RJ;Power distributor;03/11/72;3300;150;TRUE;1-2 years;1-2 years;Home;male;200;271;260;785;297;3000;1000
212;20/09/14 20:26;PE;Financial aid director;13/08/88;13300;700;TRUE;3+ years;3+ years;Mobile;female;428;410;362;0;428;2000;1600
213;25/11/13 13:55;PR;Landscape contractor;25/08/61;3300;1350;TRUE;3+ years;1-2 years;Mobile;male;202;444;232;58;147;2000;1400
214;15/03/14 12:47;SP;Roustabout;17/12/64;1900;450;TRUE;7-12 months;7-12 months;Mobile;male;669;604;618;161;504;16000;14400
215;22/03/15 17:33;RS;Aircraft electrician;12/10/75;1200;2600;TRUE;3+ years;6 months or less;Mobile;female;414;282;381;79;238;19500;19200
216;07/09/13 17:40;DF;Outdoor power equipment mechanic;10/12/89;900;1250;TRUE;3+ years;6 months or less;Home;female;469;731;289;447;259;4500;1700
217;04/03/13 17:10;SP;Credit analyst;22/12/59;1800;0;FALSE;3+ years;3+ years;Mobile;male;200;196;343;470;353;1500;1200
218;24/10/11 17:33;RJ;Molder;01/06/82;700;0;FALSE;1-2 years;3+ years;Mobile;male;771;850;607;0;484;11500;10600
219;18/03/12 13:25;CE;Agricultural manager;31/03/76;7000;1550;TRUE;3+ years;1-2 years;Mobile;male;794;850;678;49;469;14000;13300
220;10/07/14 19:00;MG;In home service professional;09/02/60;1400;850;FALSE;7-12 months;6 months or less;Mobile;female;200;100;426;334;133;3500;1000
221;22/08/11 12:27;MT;Ticket seller;25/11/50;1800;0;FALSE;3+ years;3+ years;Home;male;200;126;274;83;380;3500;2900
222;02/02/14 17:41;SP;Medical social worker;16/11/85;1600;150;TRUE;3+ years;6 months or less;Home;female;578;459;610;132;194;8000;7300
223;01/08/11 12:12;BA;Instructional assistant;14/12/76;9100;350;TRUE;6 months or less;1-2 years;Mobile;male;646;585;484;445;289;20500;18700
224;04/02/15 15:16;SP;Gaming and sports runner;15/03/87;10700;1700;TRUE;1-2 years;3+ years;Mobile;male;546;686;524;55;421;12500;10800
225;16/01/14 16:54;MG;Agricultural and food science technician;01/09/80;6700;500;TRUE;3+ years;1-2 years;Mobile;female;721;586;603;168;464;11000;9900
226;18/07/11 04:28;SP;Foundry mold and coremaker;21/06/61;8500;2150;FALSE;3+ years;3+ years;Mobile;male;757;850;609;153;189;3000;1200
227;10/02/15 12:47;MG;Facilitator;19/02/61;2400;0;FALSE;6 months or less;1-2 years;Mobile;male;200;162;297;636;482;14000;10800
228;18/12/12 19:02;SP;Dog trainer;16/03/86;5700;1250;FALSE;3+ years;3+ years;Mobile;female;371;850;412;36;455;18500;17800
229;10/02/15 15:02;SP;Custodian;06/05/80;1400;900;FALSE;1-2 years;3+ years;Mobile;female;765;581;630;0;231;1500;1100
230;19/02/14 21:15;RN;Forensic accountant;27/06/57;5900;1400;TRUE;6 months or less;3+ years;Mobile;female;596;651;545;223;642;13500;12700
231;18/02/13 14:33;RN;Radiologist;08/09/65;9300;2450;FALSE;7-12 months;3+ years;Home;male;200;127;236;529;268;2000;1100
232;03/12/12 17:14;SC;Portrait photographer;19/10/66;9100;250;FALSE;3+ years;1-2 years;Mobile;female;200;361;200;160;544;10500;9800
233;11/10/14 14:29;SP;Legal assistant;05/06/76;1600;900;FALSE;3+ years;6 months or less;Mobile;male;219;461;324;173;214;13500;11900
234;05/10/11 19:46;SP;Payroll specialist;11/10/66;17700;2750;FALSE;1-2 years;6 months or less;Mobile;female;728;587;672;690;378;3000;2300
235;30/03/12 18:03;RJ;Landlord;27/11/86;1800;600;TRUE;1-2 years;1-2 years;Mobile;male;626;631;682;686;364;2500;1200
236;16/05/15 08:55;PE;Weather forecaster;23/10/72;3000;1350;TRUE;1-2 years;3+ years;Mobile;male;539;564;520;316;195;18500;17900
237;12/03/14 17:19;SP;Paleontologist;13/01/63;4100;1350;TRUE;3+ years;1-2 years;Mobile;male;744;739;591;767;388;3500;2500
238;22/03/14 15:21;DF;Extractive metallurgical engineer;04/11/68;5900;850;FALSE;3+ years;1-2 years;Mobile;male;200;100;319;111;373;23500;22800
239;03/01/14 16:05;GO;Operational meteorologist;17/11/79;4000;2950;TRUE;1-2 years;1-2 years;Home;male;571;744;491;241;517;6000;4700
240;21/12/13 10:02;SP;Hunter;21/06/77;2700;1200;TRUE;3+ years;1-2 years;Mobile;male;630;490;536;0;409;2000;1200
241;24/10/11 20:29;SP;Homeowner association manager;20/05/79;9000;2800;FALSE;3+ years;7-12 months;Mobile;male;624;607;571;193;410;9500;8900
242;18/03/13 10:25;SP;Personnel training officer;15/08/67;300;550;FALSE;6 months or less;6 months or less;Mobile;female;706;635;688;16;321;2000;1100
243;21/05/14 14:15;MG;Food scientist;02/03/92;3400;3450;TRUE;3+ years;1-2 years;Mobile;female;655;432;546;87;433;2500;1200
244;04/04/14 19:51;SP;Cadet;07/07/90;12100;2650;TRUE;1-2 years;6 months or less;Mobile;male;609;588;416;0;210;6000;2800
245;01/04/15 10:05;RJ;Paymaster;08/03/79;8700;650;TRUE;1-2 years;6 months or less;Home;female;742;683;605;0;655;1500;1100
246;23/09/13 17:27;PE;Rough carpenter;30/12/83;3400;550;TRUE;1-2 years;6 months or less;Mobile;female;200;100;200;66;386;23000;22400
247;29/07/14 01:58;RJ;Mapping technician;08/08/97;10900;3700;TRUE;6 months or less;3+ years;Mobile;male;713;800;590;0;645;1500;1200
248;10/06/15 18:06;MS;Rancher;18/06/93;500;150;TRUE;3+ years;3+ years;Mobile;male;200;270;298;47;286;2000;1400
249;20/11/12 01:05;PE;Billing machine operator;17/04/78;4000;1600;TRUE;6 months or less;3+ years;Mobile;male;724;485;564;0;427;23000;22600
250;02/07/14 11:35;SP;Corporate secretary;17/03/93;700;350;TRUE;6 months or less;7-12 months;Mobile;female;416;375;375;229;360;13000;12400
251;14/05/13 11:39;SP;LAN manager;21/04/57;6200;2350;TRUE;1-2 years;1-2 years;Mobile;female;200;850;200;517;693;20500;20100
252;05/11/14 10:09;MG;Cardiology technologist;23/08/61;4400;1650;FALSE;3+ years;7-12 months;Mobile;female;686;816;602;492;568;1500;1100
253;05/01/13 19:37;PR;Packaging and filling machine operator;11/02/66;4300;900;TRUE;3+ years;3+ years;Mobile;male;241;163;361;244;338;2000;1100
254;29/07/13 20:48;SP;Actuarie;22/03/65;6200;750;TRUE;3+ years;1-2 years;Mobile;female;782;648;675;688;328;23000;21300
255;21/04/15 15:49;SP;Brace maker;14/04/63;6100;850;FALSE;6 months or less;3+ years;Home;female;629;546;571;392;569;27000;25800
256;07/11/13 10:27;MA;Freight agent;18/08/75;11100;1850;TRUE;3+ years;1-2 years;Mobile;male;727;850;640;383;743;17500;17000
257;07/12/13 12:44;RJ;Local truck driver;09/07/59;2500;850;FALSE;3+ years;7-12 months;Mobile;female;695;566;519;469;446;8500;7200
258;13/07/13 18:39;AM;Bucker;02/09/67;5400;350;FALSE;1-2 years;3+ years;Mobile;female;699;558;651;299;131;2000;1200
259;11/08/14 18:07;MG;Statistician;05/10/75;1200;1650;TRUE;3+ years;6 months or less;Mobile;male;693;783;633;0;447;13000;12400
260;08/04/13 15:07;RS;Wait staff;04/06/57;5900;1500;FALSE;3+ years;6 months or less;Mobile;male;200;228;200;45;382;5000;4200
261;28/09/12 13:08;PE;Structural and reinforcing iron and metal worker;20/12/77;4100;1550;TRUE;3+ years;3+ years;Mobile;female;323;260;305;500;364;15500;15000
262;27/04/12 20:37;RJ;Attendance clerk;29/07/91;100;1600;TRUE;3+ years;3+ years;Mobile;female;594;651;375;62;511;3500;1000
263;28/06/15 19:32;PR;Perianesthesia nurse;09/08/94;6800;1350;TRUE;3+ years;7-12 months;Mobile;female;733;850;601;0;488;1500;1100
264;19/11/12 17:57;ES;Closed captioner;12/06/59;6000;650;FALSE;3+ years;7-12 months;Home;male;386;212;344;601;437;18000;17500
265;18/07/15 18:04;SP;Perianesthesia nurse;20/04/91;2900;1900;TRUE;1-2 years;3+ years;Mobile;male;200;218;324;445;524;20500;20000
266;18/07/13 15:54;SP;Civil engineering technician;25/01/91;4900;600;TRUE;1-2 years;7-12 months;Mobile;male;610;465;544;0;627;22500;22200
267;21/05/13 08:23;PR;Loan service clerk;15/12/85;8300;4700;FALSE;3+ years;7-12 months;Mobile;male;753;649;670;560;273;7000;5800
268;21/05/15 11:52;ES;Qualified members of the engine department;30/10/01;1200;2700;TRUE;1-2 years;1-2 years;Home;female;200;308;299;144;233;21500;20900
269;10/08/14 14:02;SP;Digital image processor;01/04/87;1500;2400;TRUE;3+ years;7-12 months;Mobile;female;200;545;216;16;160;15000;14600
270;02/07/13 11:24;SC;Buyer;01/07/84;2800;0;TRUE;3+ years;1-2 years;Mobile;male;643;850;507;190;671;7000;6400
271;16/07/14 16:09;PE;Employment and placement manager;16/05/82;1300;0;FALSE;3+ years;1-2 years;Mobile;male;396;444;454;47;430;1500;1100
272;30/12/14 12:20;SP;Payroll and benefits specialist;08/07/92;3200;2000;TRUE;3+ years;7-12 months;Mobile;male;614;657;534;78;341;16000;15600
273;15/05/12 19:03;RJ;Military occupation;22/10/77;7100;2750;FALSE;3+ years;6 months or less;Mobile;male;785;850;690;0;452;2500;1100
274;19/07/14 06:22;SP;Plumbing inspector;19/06/94;4000;200;TRUE;3+ years;1-2 years;Mobile;male;713;850;628;587;276;2000;1500
275;14/08/12 13:06;PI;Railcar repairer;14/10/65;600;0;FALSE;3+ years;7-12 months;Home;male;675;770;630;677;331;12000;11100
276;27/09/12 18:40;PR;Fish hatchery manager;22/10/85;2600;950;FALSE;3+ years;1-2 years;Mobile;female;703;850;527;0;588;2000;1200
277;11/11/13 18:53;CE;Counter clerk;06/02/55;2900;1000;FALSE;3+ years;3+ years;Work;male;684;608;600;165;80;1500;1100
278;28/07/11 10:23;SP;Merchant marine officer;18/03/73;1400;150;TRUE;3+ years;3+ years;Home;female;642;572;601;0;453;2000;1200
279;18/10/14 10:25;PR;Medical technician;22/11/67;13200;2700;TRUE;1-2 years;3+ years;Mobile;male;684;750;534;12;553;7500;7100
280;09/06/14 21:41;SP;Medical secretary;08/03/56;4400;3900;TRUE;3+ years;1-2 years;Mobile;female;402;406;341;11;277;2000;1200
281;09/05/13 02:34;SP;Transcriber;08/12/58;4500;0;FALSE;3+ years;6 months or less;Mobile;female;200;497;200;180;357;26500;23400
282;10/12/12 09:09;RJ;Cutting, punching, and press machine setter;11/02/87;3300;200;TRUE;3+ years;1-2 years;Mobile;female;608;526;521;106;308;15500;13800
283;06/12/14 20:22;SP;Training assistant;26/06/68;3800;2850;TRUE;3+ years;3+ years;Mobile;female;729;828;690;694;255;20500;18700
284;17/04/15 17:01;RJ;Environmental hydrologist;10/11/91;12300;1850;TRUE;3+ years;3+ years;Mobile;female;599;850;539;207;385;3500;2800
285;23/02/15 15:22;SP;Web designer;20/05/96;5800;2000;TRUE;3+ years;3+ years;Mobile;female;655;821;536;53;683;12500;12000
286;21/11/14 14:33;TO;Registered nurse;01/09/76;6300;1350;FALSE;3+ years;7-12 months;Home;female;580;676;571;188;279;13000;12800
287;21/12/14 19:58;MG;Ambulance driver;24/04/79;3100;0;FALSE;3+ years;6 months or less;Mobile;female;381;483;395;502;469;1500;1100
288;03/04/13 10:05;SC;Manicurist;30/05/74;600;2550;FALSE;3+ years;1-2 years;Mobile;male;200;131;280;71;140;1500;1100
289;02/10/13 13:16;SP;Safety engineer;19/01/83;4100;1550;TRUE;3+ years;3+ years;Mobile;female;221;335;269;431;429;20500;19800
290;21/04/14 20:56;PA;Electrophysiologist;05/02/60;700;250;TRUE;1-2 years;3+ years;Mobile;male;200;125;205;101;248;2000;1200
291;03/01/14 17:57;SP;Tumbling barrel painter;06/11/77;700;4600;TRUE;1-2 years;6 months or less;Mobile;male;597;782;551;611;229;8000;7800
292;21/04/14 16:38;SP;Costume designer;26/02/83;3200;3350;TRUE;3+ years;3+ years;Home;female;778;850;635;0;405;22500;21800
293;17/06/13 19:05;PR;Rural mail carrier;18/03/79;6400;1400;FALSE;3+ years;1-2 years;Mobile;female;707;850;563;295;587;22000;21500
294;07/08/12 16:04;RR;Materials scientist;26/05/88;2700;1400;TRUE;3+ years;3+ years;Mobile;male;732;739;665;0;317;2000;1200
295;31/10/12 20:25;DF;PBX installer;15/03/76;4300;0;FALSE;3+ years;3+ years;Mobile;female;200;656;299;342;217;21000;19400
296;30/06/13 05:23;SP;Medical equipment repairer;01/07/84;5100;3400;TRUE;3+ years;3+ years;Mobile;male;200;100;200;229;280;8000;7500
297;20/04/12 11:33;SP;Certified public accountant;24/10/64;1300;500;TRUE;1-2 years;3+ years;Mobile;female;761;586;670;498;452;1500;1000
298;28/01/15 01:14;SP;Asphalt paving machine operator;12/06/86;600;1300;TRUE;1-2 years;1-2 years;Home;female;671;728;690;18;452;3000;1100
299;05/05/12 17:51;SP;Merchandise window trimmer;29/06/93;15500;3950;TRUE;3+ years;6 months or less;Mobile;male;729;680;549;118;349;14000;13300
300;17/07/14 14:03;PE;Chief technology officer;04/04/82;2500;1900;TRUE;7-12 months;3+ years;Mobile;female;200;420;200;582;200;3000;2000
301;21/04/15 16:08;RJ;Correspondence clerk;01/08/98;0;1300;TRUE;3+ years;3+ years;Mobile;male;200;179;210;67;202;1500;1300
302;19/05/14 04:03;PR;Sewing machine operator;21/03/78;1500;1500;TRUE;3+ years;1-2 years;Mobile;male;748;780;616;45;370;2500;1100
303;30/07/14 20:49;SP;Gas plant operator;12/07/92;3100;1150;TRUE;3+ years;3+ years;Mobile;female;200;199;200;252;462;5000;2300
304;01/03/15 18:22;SC;Transmission technician;19/07/90;2900;850;TRUE;6 months or less;3+ years;Mobile;female;531;256;523;54;213;22000;19200
305;20/09/13 22:21;RS;Real estate agent;07/12/62;7900;350;TRUE;3+ years;6 months or less;Mobile;female;736;759;603;48;366;2000;1200
306;06/06/11 13:14;SP;Wildlife biologist;27/03/74;2100;600;TRUE;3+ years;3+ years;Mobile;female;725;850;599;57;405;15500;14900
307;21/02/15 10:53;RJ;Snowmobile mechanic;17/04/88;3000;1000;TRUE;3+ years;3+ years;Mobile;male;671;670;690;0;242;23500;22800
308;03/06/15 15:34;RJ;Dispensing optician;20/12/62;7000;1750;FALSE;1-2 years;3+ years;Mobile;female;762;709;617;74;743;12500;11100
309;23/03/15 13:11;CE;Science technician;18/08/77;4800;1500;TRUE;3+ years;6 months or less;Mobile;male;481;600;517;645;273;4500;3500
310;09/11/11 04:16;RJ;First responder;28/09/75;1000;1400;TRUE;6 months or less;3+ years;Mobile;female;574;525;554;149;421;17500;17200
311;22/04/12 21:41;RJ;Medical scientist;27/02/81;11000;2750;TRUE;7-12 months;3+ years;Mobile;female;523;100;491;231;326;1500;1100
312;21/01/15 17:53;MG;Loading machine operator;06/05/81;7000;1900;TRUE;3+ years;1-2 years;Home;male;746;794;620;150;236;9500;8500
313;15/07/12 09:53;SC;Game warden;28/11/77;500;3650;TRUE;7-12 months;6 months or less;Home;male;200;109;200;447;129;1500;1100
314;05/03/12 15:20;BA;Trauma nurse;17/05/59;3900;1000;TRUE;3+ years;3+ years;Mobile;female;200;100;232;98;332;14000;13500
315;27/04/15 16:42;SP;Sports book runner;25/03/88;6800;200;TRUE;6 months or less;6 months or less;Mobile;male;713;296;646;0;355;1500;1300
316;12/03/12 10:28;RJ;Family therapist;09/04/58;3900;1350;TRUE;3+ years;6 months or less;Mobile;female;662;838;685;402;547;20500;20200
317;14/10/12 13:09;SP;Training consultant;08/12/73;4200;1350;FALSE;3+ years;7-12 months;Mobile;female;303;239;380;545;61;19000;18600
318;22/12/13 10:00;MA;Paraprofessional;30/05/75;3900;950;FALSE;7-12 months;3+ years;Home;male;402;610;456;771;141;20500;20000
319;25/04/13 10:41;PR;Actor;27/01/53;800;2200;TRUE;3+ years;3+ years;Mobile;female;200;120;294;0;474;12500;10400
320;09/03/15 16:33;SP;Assistant principal;17/01/73;0;50;TRUE;3+ years;7-12 months;Mobile;female;200;382;288;363;364;9000;7900
321;06/06/15 13:12;RJ;Speech writer;08/02/70;1400;1650;TRUE;7-12 months;1-2 years;Mobile;female;319;100;360;638;335;4500;4000
322;17/04/15 10:40;RJ;Camp counselor;12/06/76;3400;1000;FALSE;3+ years;3+ years;Mobile;female;780;775;614;0;244;23500;22500
323;29/10/13 12:36;SP;Word processor;18/12/80;3900;650;FALSE;6 months or less;3+ years;Mobile;female;394;336;308;772;155;2000;1500
324;23/06/14 15:14;PE;Procurement technician;22/06/88;2500;1550;TRUE;3+ years;1-2 years;Mobile;female;200;100;260;388;336;2000;1100
325;22/09/13 19:39;GO;ESOL teacher;04/07/79;4200;2250;TRUE;6 months or less;3+ years;Mobile;male;456;451;398;233;203;1500;1000
326;29/04/15 19:48;SC;Private accountant;27/04/68;500;950;TRUE;6 months or less;7-12 months;Mobile;male;533;413;449;102;640;8000;7300
327;26/02/12 19:18;RS;Video camera operator;06/12/83;8000;2150;TRUE;3+ years;3+ years;Mobile;female;200;316;247;684;340;13500;12300
328;25/04/11 13:42;SP;Closed captioner;18/02/68;4300;1350;FALSE;7-12 months;3+ years;Mobile;male;754;831;615;46;521;8500;7500
329;10/06/15 01:46;SC;Drilling and boring machine tool setter;20/10/71;1800;0;FALSE;3+ years;3+ years;Mobile;female;200;350;336;88;288;1500;1100
330;24/03/14 19:09;RJ;Paralegal;19/01/76;4600;3200;FALSE;3+ years;3+ years;Mobile;male;727;660;690;233;357;21000;20500
331;16/12/12 21:42;RJ;Water and wastewater treatment plant and system operator;29/07/81;3500;1800;FALSE;3+ years;3+ years;Home;male;589;620;575;327;375;12500;11400
332;29/04/13 16:29;SP;Payroll administrator;30/01/89;8200;1450;TRUE;6 months or less;3+ years;Mobile;female;735;360;644;65;459;10000;9600
333;08/07/15 15:18;SP;Stock broker;05/03/78;14100;5100;FALSE;7-12 months;6 months or less;Mobile;male;489;432;324;221;379;23000;22800
334;12/05/15 11:16;BA;Encoder;11/03/61;7600;2600;FALSE;1-2 years;6 months or less;Home;female;666;558;588;0;365;3000;1200
335;05/05/13 08:42;SP;Marine;05/09/77;800;2200;TRUE;7-12 months;3+ years;Mobile;male;771;850;654;399;231;2000;1000
336;30/10/13 16:15;MG;Technologist;19/12/67;7500;1550;TRUE;7-12 months;3+ years;Mobile;male;746;743;690;305;384;11000;10000
337;04/06/12 13:11;BA;Computer hardware engineer;01/09/75;5100;350;TRUE;6 months or less;3+ years;Mobile;male;200;826;264;590;259;1500;1100
338;10/08/13 03:10;SP;Instructional coach;10/09/78;4600;1300;TRUE;3+ years;3+ years;Mobile;female;200;275;275;209;357;1500;1100
339;10/02/13 07:05;SP;Terrazzo worker;09/03/94;1600;250;TRUE;3+ years;7-12 months;Mobile;male;200;146;252;216;439;9000;7000
340;24/04/13 19:50;RJ;Assembler;08/06/49;10500;5100;FALSE;3+ years;3+ years;Mobile;male;768;538;690;53;682;10000;9400
341;24/10/12 14:35;PE;Airline steward;15/07/87;2400;700;TRUE;3+ years;3+ years;Mobile;male;395;512;364;506;384;14000;12600
